Company,Category,Phone,Phone source,Email,Website,Address,City,Map,OSM
Yacht Toys & Technology,Other marine,,,ytt@yachttoysandtech.com,,"1192 Gandy Crest Drive Northeast, Saint Petersburg, FL 33702",Saint Petersburg,"https://www.google.com/maps/search/?api=1&query=27.8640425,-82.6143843",https://www.openstreetmap.org/node/6074645509
Bonita Boat Center,Other marine,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.3350292,-81.8070044",https://www.openstreetmap.org/way/524557381
Gables Motorsports & Marine of Wesley Chapel,Other marine,,,,,"28009 Wesley Chapel Boulevard, Wesley Chapel, FL 33543",Wesley Chapel,"https://www.google.com/maps/search/?api=1&query=28.2372491,-82.3527318",https://www.openstreetmap.org/way/1061144120
Harbor Marine,Other marine,,,,,"6011 Peninsular Avenue, Key West, FL 33040",Key West,"https://www.google.com/maps/search/?api=1&query=24.5653911,-81.7271779",https://www.openstreetmap.org/node/13296967395
KM Cycle and Marine,Other marine,,,,,"Mary Esther Cut Off, Fort Walton Beach",Fort Walton Beach,"https://www.google.com/maps/search/?api=1&query=30.4249777,-86.6463823",https://www.openstreetmap.org/way/322779515
Marine Hardware,Other marine,,,,,"409 1st Street, Cedar Key, FL",Cedar Key,"https://www.google.com/maps/search/?api=1&query=29.1364353,-83.0312669",https://www.openstreetmap.org/way/566352905
Riverside Levee Bike and Boat Rental,Other marine,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.3863303,-81.5360309",https://www.openstreetmap.org/way/293082545
Riverside Marine,Other marine,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.0215,-82.459921",https://www.openstreetmap.org/way/183604054
Saint Augustine Marina Shop,Other marine,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.9163747,-81.2978675",https://www.openstreetmap.org/way/351712857
Strong Auto Repair & Marine Repair Pensacola,Other marine,,,,,"3008 West Strong Street, Pensacola, FL 32505",Pensacola,"https://www.google.com/maps/search/?api=1&query=30.4223036,-87.2519544",https://www.openstreetmap.org/node/7697633870
Above Average Fishing Charters,Rental / storage,(727) 365-7931,OpenStreetMap,aboveaverageclearwater@gmail.com,https://www.aboveaveragefishing.com/,"25 Causeway Blvd Slip #29, Clearwater Beach, FL 33767",Clearwater Beach,"https://www.google.com/maps/search/?api=1&query=27.9767438,-82.82658",https://www.openstreetmap.org/node/10293154863
Action Rentals Jet Ski & Boat,Rental / storage,(386) 451-1026,OpenStreetMap,,,,,"https://www.google.com/maps/search/?api=1&query=29.2295293,-81.0269946",https://www.openstreetmap.org/node/9233218788
Adventures at Sea,Rental / storage,(850) 235-0009,company website,,https://www.watersportspc.com/,"5711 North Lagoon Drive, Panama City Beach, FL 32408",Panama City Beach,"https://www.google.com/maps/search/?api=1&query=30.1495914,-85.7478029",https://www.openstreetmap.org/way/939153690
Big Pine Key Boat Rentals,Rental / storage,(305) 745-1505,OpenStreetMap,,https://bigpineboatrentals.com/,"24500 Overseas Highway, Summerland Key, FL 33042",Summerland Key,"https://www.google.com/maps/search/?api=1&query=24.6613644,-81.4503754",https://www.openstreetmap.org/node/4553718168
Buzz Boat,Rental / storage,(407) 969-9665,OpenStreetMap,,,"531 N Palmetto Avenue, Sanford, FL 32771",Sanford,"https://www.google.com/maps/search/?api=1&query=28.8151342,-81.2648132",https://www.openstreetmap.org/node/8934027333
Caloosa Boat Rental,Rental / storage,(239) 691-4099,OpenStreetMap,,,,,"https://www.google.com/maps/search/?api=1&query=26.562365,-81.9402",https://www.openstreetmap.org/node/6307053496
Calypso Kayaking,Rental / storage,(321) 821-8513,OpenStreetMap,,https://calypsokayaking.com/,,,"https://www.google.com/maps/search/?api=1&query=28.4464388,-80.720587",https://www.openstreetmap.org/node/9719559550
Charter Finders LLC,Rental / storage,(727) 902-1124,OpenStreetMap,,https://charterfinders.com/,"15015 Madeira Way, Madeira Beach, 33708",Madeira Beach,"https://www.google.com/maps/search/?api=1&query=27.8026563,-82.8007065",https://www.openstreetmap.org/node/12149770266
Clearwater Beach Jet Ski Rentals,Rental / storage,,,,http://www.clearwaterbeachjetskirentals.com,,,"https://www.google.com/maps/search/?api=1&query=27.9780608,-82.8252344",https://www.openstreetmap.org/node/6597995807
Coastal Marine Charters,Rental / storage,(561) 401-8856,OpenStreetMap,cmtrental@gmail.com,https://coastalmarinecharters.com/,"809 Hummingbird Way, North Palm Beach, FL 33408",North Palm Beach,"https://www.google.com/maps/search/?api=1&query=26.8130558,-80.0728957",https://www.openstreetmap.org/node/13126273295
Costa del Este Watersports,Rental / storage,(888) 561-2622,OpenStreetMap,costawatersports@gmail.com,https://www.costadelestewatersports.com,"999 East Camino Real, Boca Raton, FL 33432",Boca Raton,"https://www.google.com/maps/search/?api=1&query=26.3394111,-80.0730897",https://www.openstreetmap.org/node/13516857369
Destiny Water Adventures,Rental / storage,(850) 503-7607,OpenStreetMap,,https://destinywateradventures.com/,"Miracle Strip Parkway Southwest, Fort Walton Beach, FL",Fort Walton Beach,"https://www.google.com/maps/search/?api=1&query=30.4053805,-86.633566",https://www.openstreetmap.org/node/9992823853
Dockside Watersports,Rental / storage,(850) 428-3313,OpenStreetMap,destindockside@gmail.com,https://boatrentalsindestin.com/,"390 Harbor Boulevard, Destin, FL 32541",Destin,"https://www.google.com/maps/search/?api=1&query=30.3927614,-86.5022005",https://www.openstreetmap.org/node/5885403685
Embassy Miami Experience,Rental / storage,(734) 444-2954,OpenStreetMap,embassyinc20@gmail.com,,"1688 Meridian Avenue, Miami Beach, FL 33139",Miami Beach,"https://www.google.com/maps/search/?api=1&query=25.7921015,-80.1368854",https://www.openstreetmap.org/node/10571568841
Everglades River of Grass Adventures,Rental / storage,(305) 788-2418,OpenStreetMap,,https://www.theriverofgrass.com/,"17696 Southwest 8th Street, Miami, FL 33194",Miami,"https://www.google.com/maps/search/?api=1&query=25.7602744,-80.4805814",https://www.openstreetmap.org/node/4213903748
Exrteme Family Fun Spot,Rental / storage,(239) 396-4543,OpenStreetMap,,https://www.extremefamilyfunspot.com/,"423 Bayfront Place, Naples, FL 34102",Naples,"https://www.google.com/maps/search/?api=1&query=26.1441106,-81.7894526",https://www.openstreetmap.org/node/11006863949
Freedom Boat Club - Cove Cay,Rental / storage,(727) 741-0155,OpenStreetMap,,https://freedomboatclubtampabay.com/,"1300 Cove Cay Drive, Clearwater, FL 33764",Clearwater,"https://www.google.com/maps/search/?api=1&query=27.9341738,-82.7272389",https://www.openstreetmap.org/node/7828083750
Freedom Boat Club - Lake Tarpon,Rental / storage,,,,https://www.freedomboatclub.com,"37611 US Hwy 19 N, Palm Harbor, FL 34684",Palm Harbor,"https://www.google.com/maps/search/?api=1&query=28.1145064,-82.7390918",https://www.openstreetmap.org/node/7828159341
Gator Boat Rentals,Rental / storage,(239) 300-1132,OpenStreetMap,gatorboatrentals1@gmail.com,https://www.gatorboatrentals.com,"Marco Island, FL 34145",Marco Island,"https://www.google.com/maps/search/?api=1&query=25.9125944,-81.7174553",https://www.openstreetmap.org/node/6955454682
Gilligan's Watersports,Rental / storage,(850) 650-9000,OpenStreetMap,,https://gilliganswatersportsdestin.com/,"530 Harbor Boulevard, Destin, FL 32541",Destin,"https://www.google.com/maps/search/?api=1&query=30.3905476,-86.4899882",https://www.openstreetmap.org/node/12890368896
Harbour Rentals,Rental / storage,(239) 292-3398,OpenStreetMap,,https://harbourrentals.cc/,5793 Cape Harbour Drive,,"https://www.google.com/maps/search/?api=1&query=26.5439198,-82.0080042",https://www.openstreetmap.org/node/6442374756
Indian Rocks Beach Boat rentals,Rental / storage,(727) 517-1122,OpenStreetMap,,https://www.irbboatrentals.com,"401 2nd Street, Indian Rocks Beach, FL 33785",Indian Rocks Beach,"https://www.google.com/maps/search/?api=1&query=27.8826546,-82.8470285",https://www.openstreetmap.org/node/8495090938
Island Marine Rentals,Rental / storage,(727) 595-0000,OpenStreetMap,,https://islandmarinerentals.com/,,,"https://www.google.com/maps/search/?api=1&query=27.8678443,-82.8488405",https://www.openstreetmap.org/node/5427407435
Jet Ski Rental,Rental / storage,(813) 895-0207,OpenStreetMap,info@paramountwatersports.com,https://www.paramountwatersports.com,"601 South Harbour Island Boulevard, Tampa, FL 33602",Tampa,"https://www.google.com/maps/search/?api=1&query=27.9394582,-82.4541778",https://www.openstreetmap.org/node/9039192666
Kayak Amelia,Rental / storage,(904) 251-0016,OpenStreetMap,,https://kayakamelia.com/,"13030 Heckscher Drive, Jacksonville, FL 32226",Jacksonville,"https://www.google.com/maps/search/?api=1&query=30.4614939,-81.4275168",https://www.openstreetmap.org/node/6385600101
Kayak Cedar Keys,Rental / storage,(352) 543-9447,OpenStreetMap,,http://kayakcedarkeys.com/,"6027 A Street, Cedar Key, FL 32625",Cedar Key,"https://www.google.com/maps/search/?api=1&query=29.1369014,-83.0297791",https://www.openstreetmap.org/node/4223447830
Kayak Shack Outpost,Rental / storage,(239) 574-7395,OpenStreetMap,,http://www.capecoral.net/department/parks_and_recreationhome/four_mile_cove_eco_preserve.php,,,"https://www.google.com/maps/search/?api=1&query=26.6109377,-81.9292494",https://www.openstreetmap.org/node/5328217287
KayaKing WeekiWachee,Rental / storage,(352) 796-2289,OpenStreetMap,flohanakayaking@gmail.com,https://www.kayakingweekiwachee.com/,"7216 Shoal Line Boulevard, Weeki Wachee, FL 34607-1538",Weeki Wachee,"https://www.google.com/maps/search/?api=1&query=28.5312436,-82.628228",https://www.openstreetmap.org/way/1370325208
Key Skis and Adventures,Rental / storage,(305) 451-0047,OpenStreetMap,,https://www.keysskisandadventures.com/,,,"https://www.google.com/maps/search/?api=1&query=25.0964697,-80.4350025",https://www.openstreetmap.org/node/6641951586
Key West Charter Boat,Rental / storage,,,info@keywestcustomcharter.com,https://keywestcustomcharter.com,"5130 Overseas Highway, Key West, FL 33040",Key West,"https://www.google.com/maps/search/?api=1&query=24.5707374,-81.7467171",https://www.openstreetmap.org/node/13722899965
Knot Working,Rental / storage,(678) 858-1662,OpenStreetMap,info@knotworkingfishing.com,https://knotworkingfishing.com/,"1201 Miracle Strip Pkwy SE, Fort Walton Beach, Florida, 32548",Fort Walton Beach,"https://www.google.com/maps/search/?api=1&query=30.3987681,-86.5998541",https://www.openstreetmap.org/node/13710489125
Luxury Yacht and Boat Rental,Rental / storage,(305) 604-3456,OpenStreetMap,,https://www.luxuryyachtsinc.com/,"15000 Collins Avenue, Miami Beach, FL 33154",Miami Beach,"https://www.google.com/maps/search/?api=1&query=25.9163854,-80.1238739",https://www.openstreetmap.org/way/435575263
Marina at West Lake Park Kayak Rentals,Rental / storage,(954) 357-8100,company website,,https://www.broward.org/Parks/WestLakePark/Pages/Marina-at-West-Lake-Park.aspx,,,"https://www.google.com/maps/search/?api=1&query=26.0304853,-80.1291825",https://www.openstreetmap.org/node/5790294665
Miami Life Yacht Rentals,Rental / storage,(305) 908-4502,company website,info@miamilifeyachtrentals.com,https://miamilifeyachtrentals.com/,"1635 N Bayshore Dr, Miami, FL 33132",Miami,"https://www.google.com/maps/search/?api=1&query=25.7909265,-80.1843838",https://www.openstreetmap.org/node/12353571775
Miami Watersports Beach Equipment,Rental / storage,(786) 713-8006,OpenStreetMap,,https://www.miamiwatersports.com/,"1 Rickenbacker Causeway, Key Biscayne, FL 33149",Key Biscayne,"https://www.google.com/maps/search/?api=1&query=25.7456595,-80.1924263",https://www.openstreetmap.org/node/7564333536
Miami Wave WaterSports,Rental / storage,(305) 797-4410,OpenStreetMap,,https://miamiwavewatersports.square.site/,"961 NW 7th Street, Miami, FL 33136",Miami,"https://www.google.com/maps/search/?api=1&query=25.7805244,-80.2111523",https://www.openstreetmap.org/node/13912460579
Nauti Hooker Watersports,Rental / storage,(239) 306-4733,OpenStreetMap,,https://www.nautihookerwatersports.com,"2451 Everest Parkway, Cape Coral, FL 33904",Cape Coral,"https://www.google.com/maps/search/?api=1&query=26.6072826,-81.9174373",https://www.openstreetmap.org/node/13563405427
Navarre Family Watersports,Rental / storage,(850) 939-9923,OpenStreetMap,,https://navarrefamilywatersports.com/,"8671 Navarre Parkway, Navarre, FL 32566",Navarre,"https://www.google.com/maps/search/?api=1&query=30.4006451,-86.8605133",https://www.openstreetmap.org/node/13587007133
Oars & Paddles Park,Rental / storage,,,,https://indianharbourbeach.org,"1329 Banana River Drive, Indian Harbour Beach, FL 32937",Indian Harbour Beach,"https://www.google.com/maps/search/?api=1&query=28.1504104,-80.6011799",https://www.openstreetmap.org/node/9345106336
Ozello Boats,Rental / storage,(352) 301-4465,OpenStreetMap,,https://www.ozelloboats.com/,"2355 South Ripple Path, Crystal River, FL 34429",Crystal River,"https://www.google.com/maps/search/?api=1&query=28.8271719,-82.6666998",https://www.openstreetmap.org/node/6604563079
Paddles Outdoor Rentals,Rental / storage,(352) 586-5259,company website,,https://paddlesoutdoorrentals.com/,"469 Northeast 1st Street, Crystal River, FL 34429",Crystal River,"https://www.google.com/maps/search/?api=1&query=28.895575,-82.5857573",https://www.openstreetmap.org/way/1009702636
Paddling Paradise,Rental / storage,,,,https://www.paddlingparadise.com/,"4220 Dixie Highway, Palm Bay, FL 32905",Palm Bay,"https://www.google.com/maps/search/?api=1&query=28.0340048,-80.5816776",https://www.openstreetmap.org/node/5936907310
PADL: Paddle Board & Kayak Rentals,Rental / storage,,,,https://www.padl.co/locations/paddle-board-rentals-in-safety-harbor/,,,"https://www.google.com/maps/search/?api=1&query=28.0056684,-82.6757542",https://www.openstreetmap.org/node/12542607741
Paramount Water Sports & Jet Ski Rental,Rental / storage,(813) 895-0207,OpenStreetMap,info@paramountwatersports.com,https://paramountwatersports.com,"601 South Harbour Island Boulevard, Tampa, FL 33602",Tampa,"https://www.google.com/maps/search/?api=1&query=27.939394,-82.4544058",https://www.openstreetmap.org/node/8295231534
Pelican Adventures,Rental / storage,(850) 650-3825,OpenStreetMap,pelicanadventures@gmail.com,https://pelicanadventures.com/,"580 Harbor Boulevard, Destin, FL 32541",Destin,"https://www.google.com/maps/search/?api=1&query=30.3916933,-86.4956035",https://www.openstreetmap.org/node/12973538315
Pier 68,Rental / storage,(239) 297-4504,OpenStreetMap,,http://www.flkeys-boatrentals.com/,"68200 Overseas Highway, Layton, 33001",Layton,"https://www.google.com/maps/search/?api=1&query=24.8238349,-80.8169182",https://www.openstreetmap.org/node/3058878551
Prime Watersports,Rental / storage,(305) 900-3305,OpenStreetMap,primejetskifl@gmail.com,https://primewatersportsfl.com/,"301 Seabreeze Boulevard, Fort Lauderdale, FL 33316",Fort Lauderdale,"https://www.google.com/maps/search/?api=1&query=26.1190432,-80.1060564",https://www.openstreetmap.org/node/12606327775
Scallop Cove Too!,Rental / storage,(850) 227-1573,company website,,https://www.scallopcove.com,,,"https://www.google.com/maps/search/?api=1&query=29.7637954,-85.4025737",https://www.openstreetmap.org/node/11989166961
T-N-T Hide-Away,Rental / storage,(850) 925-6412,OpenStreetMap,,https://tnthideaway.com/,"6527 Coastal Highway, Crawfordville Highway, FL 32327",Crawfordville Highway,"https://www.google.com/maps/search/?api=1&query=30.1759264,-84.2447853",https://www.openstreetmap.org/node/4937279879
The Advantaged Yacht Charters,Rental / storage,(855) 305-2628,OpenStreetMap,,https://www.theadvantaged.com/,"1800 Purdy Avenue, Miami Beach, 33139",Miami Beach,"https://www.google.com/maps/search/?api=1&query=25.7948563,-80.1450274",https://www.openstreetmap.org/node/2634546180
The Kayak Shack,Rental / storage,(352) 610-4169,OpenStreetMap,,,,,"https://www.google.com/maps/search/?api=1&query=28.5323559,-82.626428",https://www.openstreetmap.org/node/12690771799
The Paddling Center at Shingle Creek,Rental / storage,,,,https://www.osceola.org/agencies-departments/parks/parks-facilities/shingle-creek-steffee-landing.stml,"4266 West Vine Street, Kissimmee, FL 34741",Kissimmee,"https://www.google.com/maps/search/?api=1&query=28.3031386,-81.4509397",https://www.openstreetmap.org/node/4162055953
Wacissa River Canoe & Kayak Rental,Rental / storage,(850) 997-5023,company website,,https://wacissarivercanoerentals.com/,"290 Wacissa Springs Rd, Monticello, FL 32344",Monticello,"https://www.google.com/maps/search/?api=1&query=30.3438362,-83.9934863",https://www.openstreetmap.org/way/1501076154
Walker's Hideaway Marina of Marco Island,Rental / storage,(239) 394-9333,OpenStreetMap,,http://www.walkersmarine.com/,,,"https://www.google.com/maps/search/?api=1&query=25.9569257,-81.7218661",https://www.openstreetmap.org/node/5482408656
Weeki Wachee Airboat Rides,Rental / storage,(352) 200-1960,OpenStreetMap,,https://www.weekiwacheeairboatrides.com/,7164 Shoal Line Boulevard,,"https://www.google.com/maps/search/?api=1&query=28.530384,-82.6293312",https://www.openstreetmap.org/node/12691001542
Weeki Wachee Kayaking,Rental / storage,(352) 684-7180,OpenStreetMap,weekiwacheekayakinginfo@gmail.com,https://weekiwacheekayaking.com/,"7224 Shoal Line Boulevard, Weeki Wachee, FL 34607-1538",Weeki Wachee,"https://www.google.com/maps/search/?api=1&query=28.5314622,-82.6279671",https://www.openstreetmap.org/way/1370325209
Weeki Wachee Marina,Rental / storage,(352) 596-2852,OpenStreetMap,jr@weekiwacheemarina.com,https://www.weekiwacheemarina.com/,"7154 Shoal Line Boulevard, Weeki Wachee, FL 34607-1533",Weeki Wachee,"https://www.google.com/maps/search/?api=1&query=28.529959,-82.6298719",https://www.openstreetmap.org/way/1370085378
Wet-n-Wild Watersports,Rental / storage,(850) 243-2628,OpenStreetMap,,https://destinflboatrentals.com/,,,"https://www.google.com/maps/search/?api=1&query=30.392698,-86.505572",https://www.openstreetmap.org/node/5145831349
Xtreme H20,Rental / storage,(850) 978-3060,OpenStreetMap,,https://xtremeh2o.net/,"7 Calhoun Ave, Destin, FL 32541",Destin,"https://www.google.com/maps/search/?api=1&query=30.3969214,-86.5155458",https://www.openstreetmap.org/node/12888917260
American Canoe Rental,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.3292248,-82.7584389",https://www.openstreetmap.org/way/1065943340
Ballard Boards,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.1190628,-80.6297443",https://www.openstreetmap.org/node/6424437935
Bay Ray Boat Rentals & Charters,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.9173716,-81.2982499",https://www.openstreetmap.org/way/351712851
Bayou Grande Marina,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.3682432,-87.2701032",https://www.openstreetmap.org/way/265351346
Bell Marine Services Inc,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.4007752,-87.2523879",https://www.openstreetmap.org/way/1102744958
"Bike, Boat and Kayakk Rentals",Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.6548258,-80.1659885",https://www.openstreetmap.org/node/3663041275
Boat & Cabana Rentals,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.4149798,-81.5732495",https://www.openstreetmap.org/node/3516376648
Boat Rental Treasure Island,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.7714226,-82.7705938",https://www.openstreetmap.org/node/6591020029
Canoe Rental,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.441345,-85.5454161",https://www.openstreetmap.org/way/766527986
Capt Hiram's Resort - River King,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.8236324,-80.4711094",https://www.openstreetmap.org/node/5732134523
Crab Island Watersports,Rental / storage,,,,,"1198 Miracle Strip Parkway, 32548",,"https://www.google.com/maps/search/?api=1&query=30.3993717,-86.5984555",https://www.openstreetmap.org/node/2299803233
Cracker Creek,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.0907638,-81.0424842",https://www.openstreetmap.org/way/655030692
Critter Fleet,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.0792325,-80.9283248",https://www.openstreetmap.org/way/399304726
Daytona Beach Parasail,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.0793699,-80.9292013",https://www.openstreetmap.org/way/399304725
Dock Masters Naples,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.155202,-81.7661591",https://www.openstreetmap.org/node/14001331546
Esplanade Marina,Rental / storage,,,,,"760 North Collier Boulevard, Marco Island, FL 34145",Marco Island,"https://www.google.com/maps/search/?api=1&query=25.9540903,-81.7290863",https://www.openstreetmap.org/node/13958146169
Flamingo Paddle Boats,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.4089631,-81.4602527",https://www.openstreetmap.org/node/11159822373
Get Wet Watersports,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.7745582,-80.0522732",https://www.openstreetmap.org/node/7301998189
Jack's,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.7851825,-82.7813789",https://www.openstreetmap.org/node/6591020022
Kayak Kings Of Key West,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=24.5689043,-81.7483759",https://www.openstreetmap.org/node/11429925753
Kayak rental launch,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.2901108,-82.7208292",https://www.openstreetmap.org/node/6073787379
Killa Jet Ski Rentals,Rental / storage,,,,,"8700 Estero Boulevard, Bonita Springs, FL 33931-5126",Bonita Springs,"https://www.google.com/maps/search/?api=1&query=26.3938458,-81.8686037",https://www.openstreetmap.org/node/13699746989
Killa Jet Ski Rentals,Rental / storage,,,,,"9701 Manatee Avenue West, Bradenton, FL 34209",Bradenton,"https://www.google.com/maps/search/?api=1&query=27.4957842,-82.6597549",https://www.openstreetmap.org/node/13699806724
King's Landing,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.7684331,-81.50372",https://www.openstreetmap.org/node/11960805731
Lake Claire Rentals,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.6071732,-81.2025988",https://www.openstreetmap.org/node/7855794753
"Lazy Dog, Paddle boards & Kyaks",Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=24.5711609,-81.7474431",https://www.openstreetmap.org/node/11429079800
Miami Catamarans,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=25.7457839,-80.1773984",https://www.openstreetmap.org/node/3058863191
Miller Time Charter Boats,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.3995379,-86.6002647",https://www.openstreetmap.org/node/5317756536
N/N Yacht Group,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.1470837,-81.796326",https://www.openstreetmap.org/node/13563513528
Port O Call Marina,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.1408312,-81.7893337",https://www.openstreetmap.org/way/459803582
Rainbow Charters,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.0795614,-80.928698",https://www.openstreetmap.org/way/399304724
Sail Honeymoon Kayak Sailboat Rental,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.0558012,-82.8070319",https://www.openstreetmap.org/node/6088450217
Saint Augustine Boat Rentals,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.8802755,-81.322209",https://www.openstreetmap.org/way/666002725
South Beach Lady Yacht Charter,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.019902,-80.1172638",https://www.openstreetmap.org/way/534281859
The Boat House,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.6702878,-81.4637987",https://www.openstreetmap.org/way/491980575
Waves,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.1394146,-81.786903",https://www.openstreetmap.org/node/13912670979
Whiskey Creek Kayak Rentals,Rental / storage,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.0812822,-80.1106196",https://www.openstreetmap.org/node/5790294666
Porter Marine Repair,Repair / service,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.3119546,-84.255053",https://www.openstreetmap.org/node/8565903737
